expense_id,role_id,category,amount
1809,esVa-i0lR8CnLT_eprncHg,Personnel assessment,50
1810,esVa-i0lR8CnLT_eprncHg,Personnel assessment,50
1811,esVa-i0lR8CnLT_eprncHg,Personnel assessment,50
1812,esVa-i0lR8CnLT_eprncHg,Personnel assessment,50
1813,esVa-i0lR8CnLT_eprncHg,Personnel assessment,50
1814,esVa-i0lR8CnLT_eprncHg,Personnel assessment,50
1815,esVa-i0lR8CnLT_eprncHg,Personnel assessment,50
1816,i5RykJazQEm64-ap5WSYag,Job board listing,200
1817,i5RykJazQEm64-ap5WSYag,Onsite travel,163
1818,i5RykJazQEm64-ap5WSYag,Personnel assessment,50
1819,i5RykJazQEm64-ap5WSYag,Personnel assessment,50
1820,i5RykJazQEm64-ap5WSYag,Personnel assessment,50
1821,i5RykJazQEm64-ap5WSYag,Personnel assessment,50
1822,i5RykJazQEm64-ap5WSYag,Personnel assessment,50
1823,6hlnu0aLTWqg5l3kd-blUw,Job board listing,200
1824,6hlnu0aLTWqg5l3kd-blUw,Personnel assessment,50
1825,CbKX_V2rROGvNTgw-RriuQ,Job board listing,200
1826,CbKX_V2rROGvNTgw-RriuQ,Onsite travel,64
1827,CbKX_V2rROGvNTgw-RriuQ,Onsite travel,266
1828,CbKX_V2rROGvNTgw-RriuQ,Onsite travel,337
1829,CbKX_V2rROGvNTgw-RriuQ,Personnel assessment,50
1830,CbKX_V2rROGvNTgw-RriuQ,Personnel assessment,50
1831,CbKX_V2rROGvNTgw-RriuQ,Personnel assessment,50
1832,CbKX_V2rROGvNTgw-RriuQ,Personnel assessment,50
1833,CbKX_V2rROGvNTgw-RriuQ,Personnel assessment,50
1834,CbKX_V2rROGvNTgw-RriuQ,Personnel assessment,50
1835,CbKX_V2rROGvNTgw-RriuQ,Personnel assessment,50
1836,LHwFjCcBRh-QDsA32iK-0Q,Internal referral bonus,500
1837,LHwFjCcBRh-QDsA32iK-0Q,Job board listing,200
1838,LHwFjCcBRh-QDsA32iK-0Q,Onsite travel,133
1839,LHwFjCcBRh-QDsA32iK-0Q,Onsite travel,133
1840,LHwFjCcBRh-QDsA32iK-0Q,Onsite travel,393
1841,LHwFjCcBRh-QDsA32iK-0Q,Personnel assessment,50
1842,LHwFjCcBRh-QDsA32iK-0Q,Personnel assessment,50
1843,LHwFjCcBRh-QDsA32iK-0Q,Personnel assessment,50
1844,LHwFjCcBRh-QDsA32iK-0Q,Personnel assessment,50
1845,LHwFjCcBRh-QDsA32iK-0Q,Personnel assessment,50
1846,LHwFjCcBRh-QDsA32iK-0Q,Personnel assessment,50
1847,LHwFjCcBRh-QDsA32iK-0Q,Personnel assessment,50
1848,LUF8RuSlSSqIIEXZbq8GjQ,Job board listing,200
1849,LUF8RuSlSSqIIEXZbq8GjQ,Onsite travel,417
1850,LUF8RuSlSSqIIEXZbq8GjQ,Onsite travel,481
1851,LUF8RuSlSSqIIEXZbq8GjQ,Personnel assessment,50
1852,LUF8RuSlSSqIIEXZbq8GjQ,Personnel assessment,50
1853,LUF8RuSlSSqIIEXZbq8GjQ,Personnel assessment,50
1854,LUF8RuSlSSqIIEXZbq8GjQ,Personnel assessment,50
1855,LUF8RuSlSSqIIEXZbq8GjQ,Personnel assessment,50
1856,LUF8RuSlSSqIIEXZbq8GjQ,Personnel assessment,50
1857,dkFvoMLCT-CkW8gC72Q8nw,Internal referral bonus,500
1858,dkFvoMLCT-CkW8gC72Q8nw,Job board listing,200
1859,dkFvoMLCT-CkW8gC72Q8nw,Personnel assessment,50
1860,dkFvoMLCT-CkW8gC72Q8nw,Personnel assessment,50
1861,dkFvoMLCT-CkW8gC72Q8nw,Personnel assessment,50
1862,dkFvoMLCT-CkW8gC72Q8nw,Personnel assessment,50
1863,dkFvoMLCT-CkW8gC72Q8nw,Personnel assessment,50
1864,v-l3ZtqRTNSLzVSLHagSKw,Internal referral bonus,500
1865,v-l3ZtqRTNSLzVSLHagSKw,Job board listing,200
1866,v-l3ZtqRTNSLzVSLHagSKw,Onsite travel,220
1867,v-l3ZtqRTNSLzVSLHagSKw,Onsite travel,225
1868,v-l3ZtqRTNSLzVSLHagSKw,Onsite travel,332
1869,v-l3ZtqRTNSLzVSLHagSKw,Personnel assessment,50
1870,v-l3ZtqRTNSLzVSLHagSKw,Personnel assessment,50
1871,v-l3ZtqRTNSLzVSLHagSKw,Personnel assessment,50
1872,v-l3ZtqRTNSLzVSLHagSKw,Personnel assessment,50
1873,v-l3ZtqRTNSLzVSLHagSKw,Personnel assessment,50
1874,v-l3ZtqRTNSLzVSLHagSKw,Personnel assessment,50
1875,v-l3ZtqRTNSLzVSLHagSKw,Personnel assessment,50
1876,v-l3ZtqRTNSLzVSLHagSKw,Personnel assessment,50
1877,v-l3ZtqRTNSLzVSLHagSKw,Personnel assessment,50
1878,v-l3ZtqRTNSLzVSLHagSKw,Personnel assessment,50
1879,vPwOPjDuTgC7ohYn2lfqjg,Job board listing,200
1880,vPwOPjDuTgC7ohYn2lfqjg,Personnel assessment,50
1881,vPwOPjDuTgC7ohYn2lfqjg,Personnel assessment,50
1882,3g0BZqgjSOi9QBCJuoamuQ,Internal referral bonus,500
1883,3g0BZqgjSOi9QBCJuoamuQ,Job board listing,200
1884,3g0BZqgjSOi9QBCJuoamuQ,Onsite travel,443
1885,3g0BZqgjSOi9QBCJuoamuQ,Personnel assessment,50
1886,3g0BZqgjSOi9QBCJuoamuQ,Personnel assessment,50
1887,3g0BZqgjSOi9QBCJuoamuQ,Personnel assessment,50
1888,Iz933yRlTEG7jgZET8MRXA,Internal referral bonus,500
1889,Iz933yRlTEG7jgZET8MRXA,Job board listing,200
1890,Iz933yRlTEG7jgZET8MRXA,Onsite travel,45
1891,Iz933yRlTEG7jgZET8MRXA,Onsite travel,84
1892,Iz933yRlTEG7jgZET8MRXA,Onsite travel,150
1893,Iz933yRlTEG7jgZET8MRXA,Personnel assessment,50
1894,Iz933yRlTEG7jgZET8MRXA,Personnel assessment,50
1895,Iz933yRlTEG7jgZET8MRXA,Personnel assessment,50
1896,Iz933yRlTEG7jgZET8MRXA,Personnel assessment,50
1897,Iz933yRlTEG7jgZET8MRXA,Personnel assessment,50
1898,Iz933yRlTEG7jgZET8MRXA,Personnel assessment,50
1899,Iz933yRlTEG7jgZET8MRXA,Personnel assessment,50
1900,Iz933yRlTEG7jgZET8MRXA,Personnel assessment,50
1901,LOSG40meThOs-iTOAPxafw,Job board listing,200
1902,LOSG40meThOs-iTOAPxafw,Onsite travel,136
1903,LOSG40meThOs-iTOAPxafw,Onsite travel,182
1904,LOSG40meThOs-iTOAPxafw,Onsite travel,416
1905,LOSG40meThOs-iTOAPxafw,Onsite travel,423
1906,LOSG40meThOs-iTOAPxafw,Onsite travel,490
1907,LOSG40meThOs-iTOAPxafw,Personnel assessment,50
1908,LOSG40meThOs-iTOAPxafw,Personnel assessment,50
1909,LOSG40meThOs-iTOAPxafw,Personnel assessment,50
1910,LOSG40meThOs-iTOAPxafw,Personnel assessment,50
1911,LOSG40meThOs-iTOAPxafw,Personnel assessment,50
1912,LOSG40meThOs-iTOAPxafw,Personnel assessment,50
1913,LOSG40meThOs-iTOAPxafw,Personnel assessment,50
1914,LOSG40meThOs-iTOAPxafw,Personnel assessment,50
1915,LOSG40meThOs-iTOAPxafw,Personnel assessment,50
1916,n4u-rtNUR76SfAlvOOJJvg,Internal referral bonus,500
1917,n4u-rtNUR76SfAlvOOJJvg,Job board listing,200
1918,n4u-rtNUR76SfAlvOOJJvg,Personnel assessment,50
1919,n4u-rtNUR76SfAlvOOJJvg,Personnel assessment,50
1920,n4u-rtNUR76SfAlvOOJJvg,Personnel assessment,50
1921,y1BckFF-TX6i3o5rUmyOqQ,Internal referral bonus,500
1922,y1BckFF-TX6i3o5rUmyOqQ,Job board listing,200
1923,y1BckFF-TX6i3o5rUmyOqQ,Onsite travel,192
1924,y1BckFF-TX6i3o5rUmyOqQ,Personnel assessment,50
1925,y1BckFF-TX6i3o5rUmyOqQ,Personnel assessment,50
1926,y1BckFF-TX6i3o5rUmyOqQ,Personnel assessment,50
1927,y1BckFF-TX6i3o5rUmyOqQ,Personnel assessment,50
1928,y1BckFF-TX6i3o5rUmyOqQ,Personnel assessment,50
1929,NZAr92W8RgS1Nr3X77MJlw,Internal referral bonus,500
1930,NZAr92W8RgS1Nr3X77MJlw,Job board listing,200
1931,NZAr92W8RgS1Nr3X77MJlw,Onsite travel,271
1932,NZAr92W8RgS1Nr3X77MJlw,Personnel assessment,50
1933,NZAr92W8RgS1Nr3X77MJlw,Personnel assessment,50
1934,NZAr92W8RgS1Nr3X77MJlw,Personnel assessment,50
1935,NZAr92W8RgS1Nr3X77MJlw,Personnel assessment,50
1936,_LYTI07yTtSGuRHudft2NQ,Job board listing,200
1937,_LYTI07yTtSGuRHudft2NQ,Onsite travel,84
1938,_LYTI07yTtSGuRHudft2NQ,Personnel assessment,50
1939,_LYTI07yTtSGuRHudft2NQ,Personnel assessment,50
1940,_LYTI07yTtSGuRHudft2NQ,Personnel assessment,50
1941,hP6WnmuaQKO4_Z_0V2m8mQ,Job board listing,200
1942,hP6WnmuaQKO4_Z_0V2m8mQ,Onsite travel,96
1943,hP6WnmuaQKO4_Z_0V2m8mQ,Onsite travel,491
1944,hP6WnmuaQKO4_Z_0V2m8mQ,Personnel assessment,50
1945,hP6WnmuaQKO4_Z_0V2m8mQ,Personnel assessment,50
1946,hP6WnmuaQKO4_Z_0V2m8mQ,Personnel assessment,50
1947,hP6WnmuaQKO4_Z_0V2m8mQ,Personnel assessment,50
1948,hP6WnmuaQKO4_Z_0V2m8mQ,Personnel assessment,50
1949,hP6WnmuaQKO4_Z_0V2m8mQ,Personnel assessment,50
1950,hP6WnmuaQKO4_Z_0V2m8mQ,Personnel assessment,50
1951,hP6WnmuaQKO4_Z_0V2m8mQ,Personnel assessment,50
1952,hP6WnmuaQKO4_Z_0V2m8mQ,Personnel assessment,50
1953,sUGbyql7S0-XpM0u6pJQ6w,Job board listing,200
1954,sUGbyql7S0-XpM0u6pJQ6w,Onsite travel,34
1955,sUGbyql7S0-XpM0u6pJQ6w,Onsite travel,62
1956,sUGbyql7S0-XpM0u6pJQ6w,Personnel assessment,50
1957,sUGbyql7S0-XpM0u6pJQ6w,Personnel assessment,50
1958,sUGbyql7S0-XpM0u6pJQ6w,Personnel assessment,50
1959,sUGbyql7S0-XpM0u6pJQ6w,Personnel assessment,50
1960,sUGbyql7S0-XpM0u6pJQ6w,Personnel assessment,50
1961,sUGbyql7S0-XpM0u6pJQ6w,Personnel assessment,50
1962,suKnGPYWTwikvqDkpSvKGA,Job board listing,200
1963,suKnGPYWTwikvqDkpSvKGA,Onsite travel,162
1964,suKnGPYWTwikvqDkpSvKGA,Onsite travel,232
1965,suKnGPYWTwikvqDkpSvKGA,Onsite travel,390
1966,suKnGPYWTwikvqDkpSvKGA,Onsite travel,393
1967,suKnGPYWTwikvqDkpSvKGA,Onsite travel,443
1968,suKnGPYWTwikvqDkpSvKGA,Personnel assessment,50
1969,suKnGPYWTwikvqDkpSvKGA,Personnel assessment,50
1970,suKnGPYWTwikvqDkpSvKGA,Personnel assessment,50
1971,suKnGPYWTwikvqDkpSvKGA,Personnel assessment,50
1972,suKnGPYWTwikvqDkpSvKGA,Personnel assessment,50
1973,suKnGPYWTwikvqDkpSvKGA,Personnel assessment,50
1974,RplaWTuHSU-KxI_qH2bxhg,Internal referral bonus,500
1975,RplaWTuHSU-KxI_qH2bxhg,Job board listing,200
1976,RplaWTuHSU-KxI_qH2bxhg,Onsite travel,282
1977,RplaWTuHSU-KxI_qH2bxhg,Onsite travel,400
1978,RplaWTuHSU-KxI_qH2bxhg,Onsite travel,479
1979,RplaWTuHSU-KxI_qH2bxhg,Personnel assessment,50
1980,RplaWTuHSU-KxI_qH2bxhg,Personnel assessment,50
1981,RplaWTuHSU-KxI_qH2bxhg,Personnel assessment,50
1982,RplaWTuHSU-KxI_qH2bxhg,Personnel assessment,50
1983,RplaWTuHSU-KxI_qH2bxhg,Personnel assessment,50
1984,RplaWTuHSU-KxI_qH2bxhg,Personnel assessment,50
1985,RplaWTuHSU-KxI_qH2bxhg,Personnel assessment,50
1986,ptGm-cJTQKOjFsQr25NGyg,Job board listing,200
1987,ptGm-cJTQKOjFsQr25NGyg,Onsite travel,204
1988,ptGm-cJTQKOjFsQr25NGyg,Onsite travel,322
1989,ptGm-cJTQKOjFsQr25NGyg,Personnel assessment,50
1990,ptGm-cJTQKOjFsQr25NGyg,Personnel assessment,50
1991,ptGm-cJTQKOjFsQr25NGyg,Personnel assessment,50
1992,ptGm-cJTQKOjFsQr25NGyg,Personnel assessment,50
1993,ptGm-cJTQKOjFsQr25NGyg,Personnel assessment,50
1994,ptGm-cJTQKOjFsQr25NGyg,Personnel assessment,50
1995,ptGm-cJTQKOjFsQr25NGyg,Personnel assessment,50
1996,t8VbxkYjROyWHQbN0CVHsQ,Internal referral bonus,500
1997,t8VbxkYjROyWHQbN0CVHsQ,Job board listing,200
1998,t8VbxkYjROyWHQbN0CVHsQ,Personnel assessment,50
1999,t8VbxkYjROyWHQbN0CVHsQ,Personnel assessment,50
2000,t8VbxkYjROyWHQbN0CVHsQ,Personnel assessment,50
2001,t8VbxkYjROyWHQbN0CVHsQ,Personnel assessment,50
2002,t8VbxkYjROyWHQbN0CVHsQ,Personnel assessment,50
2003,4rMU7CKUS2m5c7JPP3n0gA,Internal referral bonus,500
2004,4rMU7CKUS2m5c7JPP3n0gA,Job board listing,200
2005,4rMU7CKUS2m5c7JPP3n0gA,Onsite travel,417
2006,4rMU7CKUS2m5c7JPP3n0gA,Onsite travel,456
2007,4rMU7CKUS2m5c7JPP3n0gA,Personnel assessment,50
2008,4rMU7CKUS2m5c7JPP3n0gA,Personnel assessment,50
2009,4rMU7CKUS2m5c7JPP3n0gA,Personnel assessment,50
2010,4rMU7CKUS2m5c7JPP3n0gA,Personnel assessment,50
2011,G1bYg_QgQFi3WpHkzdetew,Internal referral bonus,500
2012,G1bYg_QgQFi3WpHkzdetew,Job board listing,200
2013,G1bYg_QgQFi3WpHkzdetew,Onsite travel,102
2014,G1bYg_QgQFi3WpHkzdetew,Onsite travel,167
2015,G1bYg_QgQFi3WpHkzdetew,Onsite travel,302
2016,G1bYg_QgQFi3WpHkzdetew,Onsite travel,318
2017,G1bYg_QgQFi3WpHkzdetew,Onsite travel,461
2018,G1bYg_QgQFi3WpHkzdetew,Onsite travel,468
2019,G1bYg_QgQFi3WpHkzdetew,Onsite travel,496
2020,G1bYg_QgQFi3WpHkzdetew,Personnel assessment,50
2021,G1bYg_QgQFi3WpHkzdetew,Personnel assessment,50
2022,G1bYg_QgQFi3WpHkzdetew,Personnel assessment,50
2023,G1bYg_QgQFi3WpHkzdetew,Personnel assessment,50
2024,G1bYg_QgQFi3WpHkzdetew,Personnel assessment,50
2025,G1bYg_QgQFi3WpHkzdetew,Personnel assessment,50
2026,G1bYg_QgQFi3WpHkzdetew,Personnel assessment,50
2027,G1bYg_QgQFi3WpHkzdetew,Personnel assessment,50
2028,G1bYg_QgQFi3WpHkzdetew,Personnel assessment,50
2029,G1bYg_QgQFi3WpHkzdetew,Personnel assessment,50
2030,G1bYg_QgQFi3WpHkzdetew,Personnel assessment,50
2031,G1bYg_QgQFi3WpHkzdetew,Personnel assessment,50
2032,MBwUvSoERG-bMZRrWaEfcQ,Job board listing,200
2033,MBwUvSoERG-bMZRrWaEfcQ,Onsite travel,61
2034,MBwUvSoERG-bMZRrWaEfcQ,Onsite travel,472
2035,MBwUvSoERG-bMZRrWaEfcQ,Personnel assessment,50
2036,MBwUvSoERG-bMZRrWaEfcQ,Personnel assessment,50
2037,MBwUvSoERG-bMZRrWaEfcQ,Personnel assessment,50
2038,MBwUvSoERG-bMZRrWaEfcQ,Personnel assessment,50
2039,MBwUvSoERG-bMZRrWaEfcQ,Personnel assessment,50
2040,MBwUvSoERG-bMZRrWaEfcQ,Personnel assessment,50
2041,MBwUvSoERG-bMZRrWaEfcQ,Personnel assessment,50
2042,MBwUvSoERG-bMZRrWaEfcQ,Personnel assessment,50
2043,MBwUvSoERG-bMZRrWaEfcQ,Personnel assessment,50
2044,MLEbQTIqQqGa-BtnP5PvMA,Internal referral bonus,500
2045,MLEbQTIqQqGa-BtnP5PvMA,Job board listing,200
2046,MLEbQTIqQqGa-BtnP5PvMA,Onsite travel,435
2047,MLEbQTIqQqGa-BtnP5PvMA,Personnel assessment,50
2048,MLEbQTIqQqGa-BtnP5PvMA,Personnel assessment,50
2049,MLEbQTIqQqGa-BtnP5PvMA,Personnel assessment,50
2050,MLEbQTIqQqGa-BtnP5PvMA,Personnel assessment,50
2051,MLEbQTIqQqGa-BtnP5PvMA,Personnel assessment,50
2052,MLEbQTIqQqGa-BtnP5PvMA,Personnel assessment,50
2053,MLEbQTIqQqGa-BtnP5PvMA,Personnel assessment,50
2054,MLEbQTIqQqGa-BtnP5PvMA,Personnel assessment,50
2055,MLEbQTIqQqGa-BtnP5PvMA,Personnel assessment,50
2056,5gQQtd4VQEubdn1ud9hqxA,Job board listing,200
2057,5gQQtd4VQEubdn1ud9hqxA,Onsite travel,486
2058,5gQQtd4VQEubdn1ud9hqxA,Personnel assessment,50
2059,5gQQtd4VQEubdn1ud9hqxA,Personnel assessment,50
2060,5gQQtd4VQEubdn1ud9hqxA,Personnel assessment,50
2061,5gQQtd4VQEubdn1ud9hqxA,Personnel assessment,50
2062,5gQQtd4VQEubdn1ud9hqxA,Personnel assessment,50
2063,6iqcfSuZQ6i5PnFH4OUiWQ,Internal referral bonus,500
2064,6iqcfSuZQ6i5PnFH4OUiWQ,Job board listing,200
2065,6iqcfSuZQ6i5PnFH4OUiWQ,Onsite travel,128
2066,6iqcfSuZQ6i5PnFH4OUiWQ,Onsite travel,326
2067,6iqcfSuZQ6i5PnFH4OUiWQ,Personnel assessment,50
2068,6iqcfSuZQ6i5PnFH4OUiWQ,Personnel assessment,50
2069,6iqcfSuZQ6i5PnFH4OUiWQ,Personnel assessment,50
2070,6iqcfSuZQ6i5PnFH4OUiWQ,Personnel assessment,50
2071,6iqcfSuZQ6i5PnFH4OUiWQ,Personnel assessment,50
2072,6iqcfSuZQ6i5PnFH4OUiWQ,Personnel assessment,50
2073,89Dikb6YRMm_NSO-5LfnTg,Job board listing,200
2074,89Dikb6YRMm_NSO-5LfnTg,Onsite travel,89
2075,89Dikb6YRMm_NSO-5LfnTg,Onsite travel,494
2076,89Dikb6YRMm_NSO-5LfnTg,Personnel assessment,50
2077,89Dikb6YRMm_NSO-5LfnTg,Personnel assessment,50
2078,89Dikb6YRMm_NSO-5LfnTg,Personnel assessment,50
2079,89Dikb6YRMm_NSO-5LfnTg,Personnel assessment,50
2080,DAU2ZhuISmmbDjGYhAHbxQ,Job board listing,200
2081,DAU2ZhuISmmbDjGYhAHbxQ,Personnel assessment,50
2082,Vv9EyDutTOiLsq7TbbJdfg,Job board listing,200
2083,Vv9EyDutTOiLsq7TbbJdfg,Onsite travel,277
2084,Vv9EyDutTOiLsq7TbbJdfg,Personnel assessment,50
2085,Vv9EyDutTOiLsq7TbbJdfg,Personnel assessment,50
2086,Vv9EyDutTOiLsq7TbbJdfg,Personnel assessment,50
2087,Vv9EyDutTOiLsq7TbbJdfg,Personnel assessment,50
2088,lMSl8eztSI2x2iJJddcAlw,Job board listing,200
2089,lMSl8eztSI2x2iJJddcAlw,Onsite travel,190
2090,lMSl8eztSI2x2iJJddcAlw,Onsite travel,272
2091,lMSl8eztSI2x2iJJddcAlw,Onsite travel,381
2092,lMSl8eztSI2x2iJJddcAlw,Onsite travel,436
2093,lMSl8eztSI2x2iJJddcAlw,Personnel assessment,50
2094,lMSl8eztSI2x2iJJddcAlw,Personnel assessment,50
2095,lMSl8eztSI2x2iJJddcAlw,Personnel assessment,50
2096,lMSl8eztSI2x2iJJddcAlw,Personnel assessment,50
2097,lMSl8eztSI2x2iJJddcAlw,Personnel assessment,50
2098,lMSl8eztSI2x2iJJddcAlw,Personnel assessment,50
2099,lMSl8eztSI2x2iJJddcAlw,Personnel assessment,50
2100,lMSl8eztSI2x2iJJddcAlw,Personnel assessment,50
2101,lMSl8eztSI2x2iJJddcAlw,Personnel assessment,50
2102,lMSl8eztSI2x2iJJddcAlw,Personnel assessment,50
2103,lMSl8eztSI2x2iJJddcAlw,Personnel assessment,50
2104,lMSl8eztSI2x2iJJddcAlw,Personnel assessment,50
2105,lMSl8eztSI2x2iJJddcAlw,Personnel assessment,50
2106,0rqgt-2ORH2L1v-uY2LfNA,Job board listing,200
2107,0rqgt-2ORH2L1v-uY2LfNA,Onsite travel,86
2108,0rqgt-2ORH2L1v-uY2LfNA,Personnel assessment,50
2109,0rqgt-2ORH2L1v-uY2LfNA,Personnel assessment,50
2110,0rqgt-2ORH2L1v-uY2LfNA,Personnel assessment,50
2111,0rqgt-2ORH2L1v-uY2LfNA,Personnel assessment,50
2112,0rqgt-2ORH2L1v-uY2LfNA,Personnel assessment,50
2113,1FK19DGXQeqaR7zzqlzkKg,Internal referral bonus,500
2114,1FK19DGXQeqaR7zzqlzkKg,Job board listing,200
2115,1FK19DGXQeqaR7zzqlzkKg,Onsite travel,446
2116,1FK19DGXQeqaR7zzqlzkKg,Onsite travel,482
2117,1FK19DGXQeqaR7zzqlzkKg,Personnel assessment,50
2118,1FK19DGXQeqaR7zzqlzkKg,Personnel assessment,50
2119,1FK19DGXQeqaR7zzqlzkKg,Personnel assessment,50
2120,1FK19DGXQeqaR7zzqlzkKg,Personnel assessment,50
2121,1FK19DGXQeqaR7zzqlzkKg,Personnel assessment,50
2122,Nba99XSUQCiAnUAdJoZXOg,Job board listing,200
2123,Nba99XSUQCiAnUAdJoZXOg,Onsite travel,312
2124,Nba99XSUQCiAnUAdJoZXOg,Personnel assessment,50
2125,Nba99XSUQCiAnUAdJoZXOg,Personnel assessment,50
2126,Nba99XSUQCiAnUAdJoZXOg,Personnel assessment,50
2127,Nba99XSUQCiAnUAdJoZXOg,Personnel assessment,50
2128,Nba99XSUQCiAnUAdJoZXOg,Personnel assessment,50
2129,Nba99XSUQCiAnUAdJoZXOg,Personnel assessment,50
2130,ivGZ9BQbT7e8r1pk-at1pw,Job board listing,200
2131,ivGZ9BQbT7e8r1pk-at1pw,Personnel assessment,50
2132,ivGZ9BQbT7e8r1pk-at1pw,Personnel assessment,50
2133,15bRfO7_RdGV0kfG23tghw,Internal referral bonus,500
2134,15bRfO7_RdGV0kfG23tghw,Job board listing,200
2135,15bRfO7_RdGV0kfG23tghw,Personnel assessment,50
2136,2ru1eBaPQWeKn5O4wkB9KQ,Job board listing,200
2137,2ru1eBaPQWeKn5O4wkB9KQ,Onsite travel,108
2138,2ru1eBaPQWeKn5O4wkB9KQ,Onsite travel,389
2139,2ru1eBaPQWeKn5O4wkB9KQ,Personnel assessment,50
2140,2ru1eBaPQWeKn5O4wkB9KQ,Personnel assessment,50
2141,2ru1eBaPQWeKn5O4wkB9KQ,Personnel assessment,50
2142,2ru1eBaPQWeKn5O4wkB9KQ,Personnel assessment,50
2143,2ru1eBaPQWeKn5O4wkB9KQ,Personnel assessment,50
2144,2ru1eBaPQWeKn5O4wkB9KQ,Personnel assessment,50
2145,FoKNi_ktSdK9hj5KXkkhQA,Job board listing,200
2146,FoKNi_ktSdK9hj5KXkkhQA,Onsite travel,105
2147,FoKNi_ktSdK9hj5KXkkhQA,Personnel assessment,50
2148,FoKNi_ktSdK9hj5KXkkhQA,Personnel assessment,50
2149,FoKNi_ktSdK9hj5KXkkhQA,Personnel assessment,50
2150,FoKNi_ktSdK9hj5KXkkhQA,Personnel assessment,50
2151,FoKNi_ktSdK9hj5KXkkhQA,Personnel assessment,50
2152,WtjjNzF6SA-SsupGaKXOrg,Job board listing,200
2153,WtjjNzF6SA-SsupGaKXOrg,Onsite travel,295
2154,WtjjNzF6SA-SsupGaKXOrg,Onsite travel,385
2155,WtjjNzF6SA-SsupGaKXOrg,Personnel assessment,50
2156,WtjjNzF6SA-SsupGaKXOrg,Personnel assessment,50
2157,WtjjNzF6SA-SsupGaKXOrg,Personnel assessment,50
2158,WtjjNzF6SA-SsupGaKXOrg,Personnel assessment,50
2159,WtjjNzF6SA-SsupGaKXOrg,Personnel assessment,50
2160,WtjjNzF6SA-SsupGaKXOrg,Personnel assessment,50
2161,cr5lyoZ6TKqg7Ze5IS8IDg,Job board listing,200
2162,cr5lyoZ6TKqg7Ze5IS8IDg,Onsite travel,74
2163,cr5lyoZ6TKqg7Ze5IS8IDg,Onsite travel,187
2164,cr5lyoZ6TKqg7Ze5IS8IDg,Onsite travel,243
2165,cr5lyoZ6TKqg7Ze5IS8IDg,Personnel assessment,50
2166,cr5lyoZ6TKqg7Ze5IS8IDg,Personnel assessment,50
2167,cr5lyoZ6TKqg7Ze5IS8IDg,Personnel assessment,50
2168,cr5lyoZ6TKqg7Ze5IS8IDg,Personnel assessment,50
2169,cr5lyoZ6TKqg7Ze5IS8IDg,Personnel assessment,50
2170,ht2DBVekQUul_XqS1ncidg,Job board listing,200
2171,ht2DBVekQUul_XqS1ncidg,Onsite travel,92
2172,ht2DBVekQUul_XqS1ncidg,Onsite travel,319
2173,ht2DBVekQUul_XqS1ncidg,Personnel assessment,50
2174,ht2DBVekQUul_XqS1ncidg,Personnel assessment,50
2175,ht2DBVekQUul_XqS1ncidg,Personnel assessment,50
2176,ht2DBVekQUul_XqS1ncidg,Personnel assessment,50
2177,ht2DBVekQUul_XqS1ncidg,Personnel assessment,50
2178,ht2DBVekQUul_XqS1ncidg,Personnel assessment,50
2179,ht2DBVekQUul_XqS1ncidg,Personnel assessment,50
2180,w3Q5_Nn3Q8yCySnWcphoRQ,Job board listing,200
2181,w3Q5_Nn3Q8yCySnWcphoRQ,Onsite travel,321
2182,w3Q5_Nn3Q8yCySnWcphoRQ,Personnel assessment,50
2183,w3Q5_Nn3Q8yCySnWcphoRQ,Personnel assessment,50
2184,BoWjLLxbRBeQ9LI6jeAn3Q,Internal referral bonus,500
2185,BoWjLLxbRBeQ9LI6jeAn3Q,Job board listing,200
2186,BoWjLLxbRBeQ9LI6jeAn3Q,Onsite travel,144
2187,BoWjLLxbRBeQ9LI6jeAn3Q,Onsite travel,188
2188,BoWjLLxbRBeQ9LI6jeAn3Q,Onsite travel,215
2189,BoWjLLxbRBeQ9LI6jeAn3Q,Onsite travel,433
2190,BoWjLLxbRBeQ9LI6jeAn3Q,Onsite travel,442
2191,BoWjLLxbRBeQ9LI6jeAn3Q,Personnel assessment,50
2192,BoWjLLxbRBeQ9LI6jeAn3Q,Personnel assessment,50
2193,BoWjLLxbRBeQ9LI6jeAn3Q,Personnel assessment,50
2194,BoWjLLxbRBeQ9LI6jeAn3Q,Personnel assessment,50
2195,BoWjLLxbRBeQ9LI6jeAn3Q,Personnel assessment,50
2196,BoWjLLxbRBeQ9LI6jeAn3Q,Personnel assessment,50
2197,BoWjLLxbRBeQ9LI6jeAn3Q,Personnel assessment,50
2198,BoWjLLxbRBeQ9LI6jeAn3Q,Personnel assessment,50
2199,BoWjLLxbRBeQ9LI6jeAn3Q,Personnel assessment,50
2200,BoWjLLxbRBeQ9LI6jeAn3Q,Personnel assessment,50
2201,BoWjLLxbRBeQ9LI6jeAn3Q,Personnel assessment,50
2202,QjjALHwcRUu-ME9GfLhJFQ,Job board listing,200
2203,QjjALHwcRUu-ME9GfLhJFQ,Onsite travel,147
2204,QjjALHwcRUu-ME9GfLhJFQ,Personnel assessment,50
2205,QjjALHwcRUu-ME9GfLhJFQ,Personnel assessment,50
2206,QjjALHwcRUu-ME9GfLhJFQ,Personnel assessment,50
2207,QjjALHwcRUu-ME9GfLhJFQ,Personnel assessment,50
