open_id,post_date,branch,department,filled,fill_date,duration
msnjCETCSNexl515nKP5lQ,2022-11-25,J,Finance and Accounting,1,2023-01-16,52
VS6gJzrYQFayeoZHd9qYSA,2022-11-26,A,Finance and Accounting,1,2022-12-15,19
wFtUsKYjRtCALe2AElN12A,2022-11-26,D,Sales,1,2022-12-09,13
dJbmh8YKSLmddNt4IWqeNg,2022-11-26,H,Finance and Accounting,1,2023-01-03,38
sYpfFQkgT0O0xIVkX5gdRw,2022-11-26,I,Marketing,1,2022-12-22,26
qmNA3_04QlybsW9SprFo3A,2022-11-27,A,Finance and Accounting,1,2022-12-10,13
W76wf6SzTDS9BE1tgbe7og,2022-11-27,A,Marketing,1,2022-12-30,33
3wmnVwvZS5CVmV4YanmXjw,2022-11-27,B,Sales,1,2023-01-03,37
qH6yaOgrRZO0fL-WwVlEYw,2022-11-27,F,Customer Service and Support,1,2022-12-25,28
OwS5zViCQDaUfc_UfAqEIw,2022-11-27,I,Marketing,1,2023-01-15,49
O04NcvYxTIaBaqWHgimDrA,2022-11-27,J,Sales,1,2022-12-31,34
tDNamRLBSA-okxtAZmpniw,2022-11-28,A,Customer Service and Support,1,2022-12-20,22
xRzdjSc-Qd29bzlTZtoHPQ,2022-11-28,A,Marketing,1,2022-12-25,27
M8Xh6UctSl6w7tKi5iQTEQ,2022-11-28,F,Information Technology,1,2022-12-26,28
i1M82eT-SpCU8gWmxo-n7w,2022-11-28,G,Marketing,1,2022-12-24,26
8ftj988qRJynsKFvzCGG3A,2022-11-28,I,Customer Service and Support,1,2023-01-17,50
hukIYIDkTxSfmlvvVQX6zg,2022-11-28,J,Marketing,1,2023-01-19,52
mPQ9qf6nTcuMKd-XlK_caA,2022-11-29,A,Customer Service and Support,1,2022-12-22,23
GO6k2UYpRiyopqb_s_hxhQ,2022-11-29,B,Information Technology,1,2023-01-02,34
mWJ1T-oMRJqwQGRq7re6qA,2022-11-29,D,Information Technology,1,2022-12-28,29
KKkR9ui_RemTPKpSxpMmUw,2022-11-29,E,Finance and Accounting,1,2022-12-30,31
Rs8BQAK6T1Ciulk2uJAkig,2022-11-29,E,Finance and Accounting,1,2022-12-23,24
4RxRH6SeRTiEQ3mZ25TYHw,2022-11-29,E,Information Technology,1,2022-12-22,23
eWd8GuEeR-yFrFLyg_5IfA,2022-11-29,F,Marketing,1,2022-12-26,27
HI9VA6AKREaBwLiGxuyn0Q,2022-11-29,H,Customer Service and Support,1,2022-12-28,29
QGt2YFyQRnWvoGdV1p5Uqg,2022-11-29,I,Human Resources,1,2023-01-12,44
M3V2_aTORFCdikmgc-qbXA,2022-11-29,J,Customer Service and Support,1,2023-01-07,39
dCU1Q4xhSfy1uXe3czXT_w,2022-11-29,J,Finance and Accounting,1,2023-01-14,46
RCdDem5-SgCjdwxbeTGD3w,2022-11-29,J,Marketing,1,2023-01-20,52
03Dtve9dQH6JUZUGkWtr-A,2022-11-30,A,Information Technology,1,2022-12-12,12
cbTZb4I8TBCZ01YS_FecBQ,2022-11-30,A,Sales,1,2022-12-26,26
1KFQ2Ct7R_iXCRfSJEKaig,2022-11-30,B,Sales,1,2023-01-12,43
ZuImbWGBTk2mEY9Xe9UGJQ,2022-11-30,D,Finance and Accounting,1,2022-12-25,25
2DrrnV0ARrigCx5fEKpCJQ,2022-11-30,D,Information Technology,1,2022-12-22,22
oUCqUMnsQh-1dKer5slX6A,2022-11-30,D,Marketing,1,2023-01-10,41
xIBxHxrrQxmMxomDcLtVGg,2022-11-30,F,Sales,1,2022-12-22,22
pMmu9U8PS5qwADwXR86yqQ,2022-11-30,G,Sales,1,2023-01-06,37
RPeHoYbJRNev_7DGOECRuQ,2022-11-30,H,Information Technology,1,2022-12-26,26
5a58HEJJRf-eSWmuvPvj-w,2022-12-01,C,Sales,1,2022-12-18,17
qle9wjtTSq2DFCRAXdOueQ,2022-12-01,D,Sales,1,2022-12-31,30
WCNcgNCJSB-dhmDydhPLuA,2022-12-01,H,Sales,1,2023-01-06,36
Gxbg3_UfRAe5lLFBN9bSRQ,2022-12-01,I,Marketing,1,2023-01-01,31
-0fpkyP0Qlqve2VorLIl7w,2022-12-01,J,Marketing,1,2023-01-15,45
Dr3M73beRiuou2GXEVgYAQ,2022-12-02,B,Marketing,1,2023-01-05,34
BZPi8oR8SkmdX_KwM3UFqA,2022-12-02,C,Finance and Accounting,1,2022-12-04,2
xUxbMjS9Sk6weGrTIRcmuw,2022-12-02,D,Finance and Accounting,1,2022-12-26,24
7JBeGILDScSQWNN9rkrtGw,2022-12-02,E,Finance and Accounting,1,2023-01-01,30
w-OjRSDyRMOWUjv7WiPVpw,2022-12-02,E,Sales,1,2023-01-05,34
m3rmH3wXRYKUWcP5HvHI9g,2022-12-02,G,Sales,1,2022-12-22,20
o4DfSbWIQI2ovfi2eMnTXQ,2022-12-02,G,Sales,1,2022-12-29,27
uRUEKqiNS_WncpB1v-CZnQ,2022-12-02,J,Customer Service and Support,1,2023-01-07,36
sVngKPDTROmq5xdoXiojrA,2022-12-03,A,Sales,1,2023-01-02,30
DmisY7uoTretO8Fb8e6fZQ,2022-12-03,B,Information Technology,1,2023-01-02,30
_I1kbmJ6RCCIoQBcH1xzAg,2022-12-03,E,Finance and Accounting,1,2023-01-02,30
ii-YgiDERG6xXnRzCwwu8A,2022-12-03,E,Human Resources,1,2023-01-04,32
AAzIbfIZRaSebhmq60ZAIw,2022-12-03,E,Marketing,1,2023-01-02,30
ASJfjV7HT_KSHRPl_X4P3g,2022-12-04,A,Marketing,1,2022-12-24,20
jlniwFlJSoiooo8O1vCzng,2022-12-04,D,Sales,1,2022-12-23,19
KHNrRYdnQ5ObxloLwlgMlQ,2022-12-04,F,Information Technology,1,2023-01-03,30
8NPzUiX8TfSx8ErtiVgR5g,2022-12-04,F,Marketing,1,2023-01-02,29
EeTJz3_JQu6zy-1ijnet3w,2022-12-04,G,Human Resources,1,2023-01-07,34
Wen_hHV7RL696SOifeoTRA,2022-12-04,I,Sales,1,2023-01-15,42
XQeAe1NZTd23_CnCNmAj1A,2022-12-04,J,Sales,1,2023-01-13,40
lmvT4eMGSXSgkEoV9QBn1w,2022-12-05,D,Finance and Accounting,1,2022-12-28,23
u7ab6TQXSK2ydNF6iLG5rA,2022-12-05,E,Human Resources,1,2022-12-30,25
iqk56URhTfaoDd2M-TziMg,2022-12-05,F,Human Resources,1,2023-01-06,32
tAw-whHYSo6Upl5gjiSS2w,2022-12-05,F,Human Resources,1,2023-01-12,38
6xrnd3qkTMa3Q-BB7VIFxA,2022-12-06,A,Customer Service and Support,1,2022-12-19,13
K644IHdBQu-PRB-v_OdzsA,2022-12-06,G,Customer Service and Support,1,2022-12-18,12
o8EIZg_pQGe6o3kifh3N_Q,2022-12-06,G,Finance and Accounting,1,2023-01-03,28
SA_OzLqVT_O-qp8k4q9mLw,2022-12-07,B,Customer Service and Support,1,2022-12-27,20
-ZqkwcFHR7CEncUaR7G2rQ,2022-12-07,B,Information Technology,1,2023-01-13,37
Y8mdKne2SFSSsFKChOpaEA,2022-12-07,H,Customer Service and Support,1,2022-12-28,21
1HN52NIvRVGinW8feg7Ugw,2022-12-07,H,Marketing,1,2023-01-14,38
UM2pEkknRZ2-uoWZlZqIhg,2022-12-07,H,Sales,1,2023-01-05,29
H-23NUZIThWf1ykSehIFUQ,2022-12-07,I,Human Resources,1,2023-01-06,30
UFtttRZDRRyzBeBvdJ_hnQ,2022-12-08,E,Marketing,1,2023-01-03,26
STJMsGg4SNWtZWKwo8q4IA,2022-12-09,E,Customer Service and Support,1,2022-12-28,19
whHWNzZPQ0asoH0ck7MgjA,2022-12-09,E,Information Technology,1,2022-12-22,13
e0usaiCaT-2AEIfQJLpObA,2022-12-09,F,Finance and Accounting,1,2023-01-16,38
hl7EpiHsTriNdq-dLOIIag,2022-12-09,F,Marketing,1,2023-01-15,37
zTyaS-40QNOtT0D9hfoEbA,2022-12-09,H,Marketing,1,2023-01-12,34
TlbfNg0UTeuX9Py6oJHI-w,2022-12-09,J,Finance and Accounting,1,2023-01-09,31
q1oIz3QLT7GSO_8LZotw9g,2022-12-10,D,Human Resources,1,2023-01-20,41
47OdS_5KTvuGukTgXAs1kQ,2022-12-10,H,Marketing,1,2023-01-27,48
ffQoNgqeQeyF87A8IWcKHw,2022-12-10,I,Customer Service and Support,1,2023-01-11,32
ucApCXDHSF65T0VG5fn0lA,2022-12-11,A,Marketing,1,2023-01-08,28
5yqUfQGLR8u0tbvb3VhuGg,2022-12-11,C,Marketing,1,2022-12-24,13
gdmSFWTARYO4q-J8K3rHYg,2022-12-11,D,Customer Service and Support,1,2023-01-02,22
hC20J4eNSymWC6gyXA7mtA,2022-12-11,E,Information Technology,1,2022-12-31,20
yv9WfrSIRo2OXKmewJ0qCA,2022-12-11,G,Information Technology,1,2022-12-26,15
8QwbjDNsRMGZuAP40b5ddQ,2022-12-11,I,Information Technology,1,2023-01-31,51
-IRZisJ3RyyeATWY0xZTkw,2022-12-11,I,Sales,1,2023-01-25,45
ZJ0Lu52NSI29C8EiUFbuRA,2022-12-12,A,Marketing,1,2023-01-08,27
2oN7ahzMSJe_04HNA3_P5A,2022-12-12,B,Customer Service and Support,1,2023-01-11,30
C3IZ3CcbS_yhE0wfpV4EEg,2022-12-12,B,Customer Service and Support,1,2023-01-04,23
A03L7447SiWIhrqivT8PlA,2022-12-12,D,Sales,1,2023-01-11,30
X4beJolMShKUnCKtCiVaUQ,2022-12-12,F,Customer Service and Support,1,2023-01-17,36
u3vEtlwsTq2f_5yM1I9Xew,2022-12-12,F,Finance and Accounting,1,2023-01-28,47
4XD2EQhpSs2UB4ecmyFUYA,2022-12-12,J,Information Technology,1,2023-01-16,35
H3p8C0jDSJWVdHsiSEUTZA,2022-12-13,B,Finance and Accounting,1,2023-01-11,29
c9m_TwqqQyeDmVhqI_p1zQ,2022-12-13,B,Sales,1,2023-01-11,29
xVISOXLFRwanYl0c9cRXeQ,2022-12-13,C,Human Resources,1,2022-12-23,10
JncaNCP6Qke4bc4KQBkjcw,2022-12-13,D,Finance and Accounting,1,2023-01-12,30
7OiFjp1TSaO372bFzffHkQ,2022-12-13,G,Customer Service and Support,1,2022-12-30,17
S14wnaQwRWKzcSWweJZMCQ,2022-12-13,G,Information Technology,1,2022-12-21,8
E_i4PCMEQ4WYszJOaE7Ymg,2022-12-13,J,Marketing,1,2023-01-17,35
Ce_M-1CLSbucC09aNFCukw,2022-12-14,A,Marketing,1,2023-01-25,42
yqnyoZ-OQrS55RZxXqSurw,2022-12-14,B,Customer Service and Support,1,2023-01-19,36
q2pEDGC5TWSHMu5A4HxfQw,2022-12-14,B,Human Resources,1,2023-01-16,33
t962qnYIR7SgS8aDfTVSUw,2022-12-14,I,Human Resources,1,2023-01-14,31
tRB1nojlTkm8YnG9bEhjFA,2022-12-14,J,Finance and Accounting,1,2023-01-10,27
k3q7eVLtQJGoWE3q3KDcEg,2022-12-14,J,Marketing,1,2023-01-20,37
04cBvLRGTteSNnA5YZfpUg,2022-12-15,D,Marketing,1,2023-01-14,30
jkTfWG7eQtSwa0an_ZHe7Q,2022-12-15,F,Human Resources,1,2023-01-24,40
QYujpGYiRDWcBHO7-wBL1w,2022-12-15,G,Marketing,1,2023-01-18,34
Tu4keNgoQkyHapUK-A1Vzw,2022-12-15,H,Sales,1,2023-01-02,18
B6gBQE-yS6CY8177dvPITw,2022-12-15,J,Human Resources,1,2023-01-27,43
NtQujhBRS_Wxm3VJuu4l_A,2022-12-16,A,Marketing,1,2023-01-28,43
VmS9l4PzTKSXTqQ7gkLuAQ,2022-12-16,A,Marketing,1,2023-01-22,37
ydY4LluBRI2lf5izQPEQow,2022-12-16,E,Finance and Accounting,1,2023-01-19,34
j-6UVxfQQhe5rm0cEiRhdw,2022-12-16,E,Sales,1,2023-01-01,16
7i6KgePqQ8-C7qO0WOYOww,2022-12-16,H,Customer Service and Support,1,2023-01-01,16
w89sjDwtQDm8h_pSABCe4w,2022-12-16,H,Finance and Accounting,1,2023-01-26,41
oJgJEqE2S1GzhqQQectl8A,2022-12-16,J,Human Resources,1,2023-01-21,36
GEw4VoTVQZa7YuqElc7BbQ,2022-12-17,B,Customer Service and Support,1,2023-01-08,22
6eLqAudZSYmyYPBxQDStmg,2022-12-17,B,Sales,1,2023-01-28,42
amKU_SYFRa2mXdKV5YUQHw,2022-12-17,B,Sales,1,2023-01-17,31
Dl6M0etVS8Gn_iTYYe8fiQ,2022-12-17,D,Sales,1,2023-01-17,31
xygk1JNBQ8eVZv3Hsqlb9w,2022-12-17,E,Sales,1,2023-01-13,27
LB1O6A7DRIWb21UdoGguJg,2022-12-17,G,Finance and Accounting,1,2023-01-05,19
_ygPYbzUTVGgTmn8o45V9w,2022-12-17,G,Finance and Accounting,1,2023-01-08,22
EoEjKqMZT3m0aDvGHJAZRg,2022-12-17,I,Customer Service and Support,1,2023-01-12,26
yrnH28DVRBi4ygW3-vjvzA,2022-12-17,I,Finance and Accounting,1,2023-01-24,38
X_XxvflpQqerlO1fvDBs0A,2022-12-17,J,Information Technology,1,2023-01-17,31
milec9LaTI-A3RvKC4cTeA,2022-12-17,J,Sales,1,2023-02-03,48
iGXBq4mtRFC2Vpb1w1TUug,2022-12-18,C,Customer Service and Support,1,2022-12-22,4
wBVSCcWQQuGf3MKws8w02g,2022-12-18,C,Human Resources,1,2022-12-18,0
5AzMtbIuTKyj5RtQzUhiVA,2022-12-18,J,Marketing,1,2023-02-03,47
PTsnT7GoQlaYFMFQo0ZKgA,2022-12-19,F,Customer Service and Support,1,2023-01-18,30
KNl14fdmSGC604qf1FnpFA,2022-12-20,C,Finance and Accounting,1,2022-12-28,8
2RyyRyc_RnOJ5Vp_Pu_ZcQ,2022-12-20,D,Human Resources,1,2023-01-17,28
0W0zFM48Sfmcs5kfogPNnw,2022-12-20,F,Marketing,1,2023-02-01,43
99OghlWWRKuC44nHdgcC-Q,2022-12-20,H,Finance and Accounting,1,2023-01-26,37
O80yMOgzQAO3Bwo6QYsrqQ,2022-12-20,I,Finance and Accounting,1,2023-02-03,45
IMwih-XSQsusTmVcwdcHVw,2022-12-20,J,Human Resources,1,2023-01-28,39
GURJVWqERG2-8oCm-aw-kw,2022-12-20,J,Marketing,1,2023-02-01,43
7bwM-yUPSwew5dML8PL0cA,2022-12-21,C,Information Technology,1,2023-01-11,21
yRg_3_pQQvuNPqUZDMzQ5A,2022-12-21,C,Marketing,1,2023-01-06,16
DkmUp_GMTO6In2Si7R3ZHA,2022-12-21,D,Finance and Accounting,1,2023-01-11,21
l4xN3b5eSySKW14yqR6ULQ,2022-12-21,D,Information Technology,1,2023-01-01,11
n85XbbTmTeCxvia2NIyArg,2022-12-21,D,Marketing,1,2023-01-24,34
8eimYulmT32SVbu25VsTnQ,2022-12-21,E,Customer Service and Support,1,2023-01-07,17
ryMAj3kKSRuwodC6RBVbsg,2022-12-21,F,Sales,1,2023-02-02,43
vR6-I2-oRyuTOXY1zXiNrA,2022-12-21,J,Human Resources,1,2023-01-28,38
NFD8Kr_mR-GyiOdLHUI8tQ,2022-12-21,J,Marketing,1,2023-02-03,44
Ez8C7E9ZTXGHL0yFOo7xWA,2022-12-22,D,Human Resources,1,2023-01-27,36
GlQhLU3sSoe8gpED4UbZqA,2022-12-22,I,Finance and Accounting,1,2023-01-16,25
7Y-S6phMT0ilPUNmKjOFIg,2022-12-22,I,Marketing,1,2023-02-02,42
pdyPlyqySIWFOGEOCRCSGQ,2022-12-22,J,Human Resources,1,2023-02-15,55
GpwwlFioRWGeD4kodvqDcg,2022-12-22,J,Marketing,1,2023-02-07,47
Zyg1fQdnTxSPhEJlI5FmTQ,2022-12-22,J,Sales,1,2023-02-11,51
V7SjsLh9TBmD0ENMZkYHvQ,2022-12-23,A,Finance and Accounting,1,2023-01-04,12
Qj5VYIzuRuuZ14_6_VuY_Q,2022-12-23,B,Information Technology,1,2023-01-20,28
tGsKrojjSaK1EfGP5XfD4g,2022-12-23,B,Information Technology,1,2023-01-26,34
T9qGAfMyTpeU4UcsboKUhw,2022-12-23,C,Customer Service and Support,1,2022-12-24,1
TFTiPExsRLiHHf82O9bXgA,2022-12-23,C,Sales,1,2023-01-08,16
trCEuFEASMqyx1VrEFIufw,2022-12-23,E,Customer Service and Support,1,2022-12-30,7
xtVAY42NQgWulQGj8XWL1g,2022-12-23,F,Human Resources,1,2023-02-09,48
V4_19NIuQoWl-7YSuMRMjg,2022-12-23,H,Customer Service and Support,1,2023-01-22,30
3ROZU59lRJ6F4Q-y4C04Jw,2022-12-23,H,Marketing,1,2023-01-26,34
eCf1uWLMTQSRnBkrMGW01w,2022-12-23,I,Human Resources,1,2023-02-07,46
_H7K19J7QrSSci9py78kOw,2022-12-23,I,Sales,1,2023-01-30,38
bgi4CpNhQumgxOHDqbXu5A,2022-12-23,J,Human Resources,1,2023-02-16,55
24IvWA9ITkSSzV_OpG9dvw,2022-12-24,A,Human Resources,1,2023-02-03,41
nL0MmCKeQTChK9mnedpLBQ,2022-12-24,F,Finance and Accounting,1,2023-01-31,38
0bRx3ix1TkqWee69xaU-4w,2022-12-24,G,Finance and Accounting,1,2023-01-14,21
2JGqyaYrS1ix59b75U8fYQ,2022-12-24,I,Human Resources,1,2023-01-26,33
aJ02KodLSaS8_KFcIQYd-A,2022-12-24,I,Marketing,1,2023-02-08,46
t2hjnfAzSJSEL1LK4lpLOw,2022-12-24,J,Sales,1,2023-02-05,43
TVVP9iEOTEaVgxJS5lfFkw,2022-12-25,A,Customer Service and Support,1,2023-01-07,13
fAMizae9RNytsftFO1T9HA,2022-12-25,B,Finance and Accounting,1,2023-01-26,32
u9BkwnFsRIOWPPZZGcE-tQ,2022-12-25,C,Finance and Accounting,1,2023-01-17,23
oYC7j9vURfmW6yWvDikhyg,2022-12-25,C,Human Resources,1,2023-01-10,16
qsKWKf2bTPSKZsXZqCrVjw,2022-12-25,C,Marketing,1,2023-01-09,15
ebTXjmpGRze__HmGmuBvUQ,2022-12-25,C,Sales,1,2023-01-15,21
1r6IeR6MSACs41vqrISo-Q,2022-12-25,E,Information Technology,1,2023-01-26,32
1SuGeYECSIqj7Ku6GBqv5A,2022-12-25,E,Sales,1,2023-01-23,29
5yRB2QQ2QDypgnT19e5UcA,2022-12-25,G,Human Resources,1,2023-01-26,32
y8QLOxkaRpSRiuR4gP1FQQ,2022-12-25,H,Human Resources,1,2023-02-06,43
THNo0gzLR7W03IxpYpbjjQ,2022-12-25,I,Information Technology,1,2023-01-26,32
fuRaoSl5Q0aN86xlN-O62w,2022-12-25,I,Information Technology,1,2023-01-31,37
3GDVjdgTTHuktivPbAMysA,2022-12-25,I,Marketing,1,2023-02-15,52
WcUDYeS_RSOULe8WN72cUA,2022-12-25,J,Human Resources,1,2023-01-30,36
4aC8IU67RDCE68VD-n8LQA,2022-12-26,G,Customer Service and Support,1,2023-01-02,7
rqMhFVUaQX-HwDfAw7K2cQ,2022-12-26,I,Sales,1,2023-01-24,29
gDpRsusnQ2up40yb55aoYQ,2022-12-27,A,Marketing,1,2023-01-25,29
UYP33EtUTh-tWmpcCqCo7Q,2022-12-27,I,Marketing,1,2023-01-25,29
ol_mMvrATC67C_AsUYK4Ng,2022-12-28,A,Marketing,1,2023-01-30,33
9akYYl6HTqqyHFm1W08HDw,2022-12-28,C,Human Resources,1,2023-01-08,11
8_1qoTPYRe6-csmEM65Fow,2022-12-28,E,Finance and Accounting,1,2023-01-29,32
aE2yw-zfTeuCxXfVlQmtBQ,2022-12-28,H,Marketing,1,2023-01-20,23
virSDJZxQMW0__C4px8-WA,2022-12-29,A,Human Resources,1,2023-02-03,36
g8dLzTNSSKCKclLsKG-4eQ,2022-12-29,B,Finance and Accounting,1,2023-02-06,39
S3BFGjJ9Rk-fYRb_MNyChQ,2022-12-29,C,Human Resources,1,2023-01-16,18
XRH7U_v4T_mczC9Ow-eFqw,2022-12-29,E,Sales,1,2023-01-31,33
ILD7e2GZQhWzkbRuAsdkUw,2022-12-29,G,Sales,1,2023-01-18,20
kyJa3gk3TZW9VpCuW1BEbA,2022-12-29,H,Customer Service and Support,1,2023-01-20,22
WZrpBxJCT9menbEVpwYHfg,2022-12-29,I,Customer Service and Support,1,2023-01-27,29
36IlgwJmRyWh5QxTxk9vOA,2022-12-30,A,Sales,1,2023-02-17,49
nTzz0XFVSBaNktwsmGXWcg,2022-12-30,C,Customer Service and Support,1,2023-01-02,3
SYtMgB8fTlaOXvhI1TsHlw,2022-12-30,D,Marketing,1,2023-02-12,44
bipm05TDQYCt4JWCmxFUpQ,2022-12-30,H,Finance and Accounting,1,2023-02-04,36
Q23GgORBSoqEAVIfPaVJXA,2022-12-30,J,Customer Service and Support,1,2023-01-18,19
P3faZopfQ1SpPAVon8Oa5w,2022-12-31,B,Information Technology,1,2023-01-29,29
NuDkcxfsSNyl5oE_wwCgMw,2022-12-31,C,Marketing,1,2023-01-22,22
H4ajdM7mQJWRjyE4Cx5eIw,2022-12-31,F,Human Resources,1,2023-02-22,53
Qf3GBAMCTQOqlL-P1SWMZg,2022-12-31,H,Customer Service and Support,1,2023-01-28,28
KbNWohByTr61da16JOFaQg,2022-12-31,H,Finance and Accounting,1,2023-02-03,34
qs1GXB0BRXaIIORRGO-yEQ,2022-12-31,J,Sales,1,2023-02-02,33
_dQNPJdNTI-Y83r1bgZl8Q,2023-01-01,B,Finance and Accounting,1,2023-02-07,37
3QERtmXbRTermK2Kb7twTA,2023-01-01,D,Finance and Accounting,1,2023-01-21,20
mGNNtGhQTveK-1UwxOkJkw,2023-01-01,D,Information Technology,1,2023-01-20,19
mba-Q1P6Ra-TY7srrfqQxw,2023-01-01,G,Customer Service and Support,1,2023-01-01,0
xLYHoJZjR_GAuLNZ2viKaQ,2023-01-01,H,Finance and Accounting,1,2023-01-30,29
dOSCdDuLSSSyy0GLl_gH_g,2023-01-01,H,Human Resources,1,2023-02-01,31
xvnjMD0QQt6OYspZ8usP9Q,2023-01-01,I,Finance and Accounting,1,2023-02-05,35
Y4CLkGU9RZmovt0DJxcBYw,2023-01-01,J,Customer Service and Support,1,2023-02-07,37
smqbWMDuTMeNHicfd22hqg,2023-01-01,J,Customer Service and Support,1,2023-02-02,32
_9alwmWuSpKtLnYEtzUlbw,2023-01-02,A,Information Technology,1,2023-01-24,22
ala_lFbHSVOnfsipkzfOFA,2023-01-02,A,Sales,1,2023-02-05,34
Ho9tg0QwQtqhrFL1aDV_8A,2023-01-02,B,Human Resources,1,2023-01-22,20
KbFr__7USKq32mxStU5l9w,2023-01-02,F,Marketing,1,2023-02-23,52
UMaYv4xGQo2T9zJK08thhw,2023-01-02,H,Customer Service and Support,1,2023-01-20,18
THJ0EWXvRpucCYDJ0MqEmQ,2023-01-02,H,Finance and Accounting,1,2023-01-31,29
qphWWGDXTc2uME_1trl35A,2023-01-03,C,Human Resources,1,2023-01-17,14
OnWWFv15QLmXIli77KdDVw,2023-01-03,E,Human Resources,1,2023-02-08,36
ur1hB2QVSRyukUkhAHCD4w,2023-01-03,G,Human Resources,1,2023-02-12,40
KGNMIXR9RcOt89f8LqLxJg,2023-01-03,I,Marketing,1,2023-02-17,45
b0m6T6IrTEm15mpgyQ6sZg,2023-01-03,I,Marketing,1,2023-02-13,41
qs7NX1WFR5uTAsLHjYifVw,2023-01-04,A,Marketing,1,2023-01-31,27
2uyIrIjfQRq412AwRTeWHQ,2023-01-04,F,Finance and Accounting,1,2023-02-06,33
B2nr1LvNQ7SwEUx9A9sp6A,2023-01-04,G,Sales,1,2023-01-31,27
zVhOmSdxR-CNPCbc52Wexw,2023-01-04,J,Information Technology,1,2023-02-14,41
vzTYXV5DQbuEGiPQL5PrWg,2023-01-04,J,Marketing,1,2023-02-25,52
V91gjTaMRdCwtzAc6yHlHw,2023-01-05,D,Marketing,1,2023-02-09,35
HvJzx_08TfKSSd987aQo6A,2023-01-05,H,Customer Service and Support,1,2023-01-27,22
DevGdF4_T5KqG6_eXMTJzA,2023-01-05,J,Marketing,1,2023-02-11,37
ZiBr964kTD2u64G7NCYxhw,2023-01-06,A,Sales,1,2023-02-03,28
9c3bikg0SeyidKCIb_j9jA,2023-01-06,B,Information Technology,1,2023-02-08,33
CqrznS11TvmEAlXe1Fd7Ow,2023-01-06,B,Information Technology,1,2023-02-10,35
3d0nXrEURFGQ2ei82KzSGg,2023-01-06,E,Finance and Accounting,1,2023-01-25,19
EbxfSSbOQUyzuVUzrzQcow,2023-01-06,F,Human Resources,1,2023-02-05,30
viyrYM88R4qNCeCfo6nE5g,2023-01-06,G,Sales,1,2023-01-20,14
SW_dnFjyRHCttmCPuhCgAQ,2023-01-06,H,Information Technology,1,2023-02-02,27
ypLU8G8cTDS2qNQ9nbXNTw,2023-01-06,H,Sales,1,2023-02-05,30
rkEztWZPRPSz7x4GI0nxbQ,2023-01-06,I,Sales,1,2023-02-02,27
xmZ9UMndSjylIgiocEQ98g,2023-01-07,C,Customer Service and Support,1,2023-01-07,0
F7SzgvL0QOm1kdmoJvjbXQ,2023-01-07,G,Finance and Accounting,1,2023-01-28,21
R02RVuQIRLqB5v9aK-wSrA,2023-01-07,G,Finance and Accounting,1,2023-02-09,33
xDBgGmCAQoKa-7MnXWY4Cg,2023-01-07,H,Human Resources,1,2023-02-18,42
9PJKWKErTk2DovJDaIlIOQ,2023-01-07,H,Marketing,1,2023-02-20,44
7776czQdQEuO5-NiBGPU0A,2023-01-07,I,Customer Service and Support,1,2023-01-23,16
Tdii3WThT8WYfpD8ROjJxg,2023-01-07,I,Finance and Accounting,1,2023-02-14,38
p2gO2RuLT_SjWP7P7fTwOw,2023-01-08,A,Information Technology,1,2023-02-03,26
bWEpHjTdSPG-T66NUCZvow,2023-01-08,F,Marketing,1,2023-02-13,36
UAqPhAtaQD2BdmXDg86ROw,2023-01-08,H,Finance and Accounting,1,2023-02-02,25
vW--5uCFQ4C9xxWCg-lyvg,2023-01-08,I,Finance and Accounting,1,2023-02-20,43
eFVCCVAyTeWJI7-ESrS9EA,2023-01-08,J,Marketing,1,2023-02-12,35
oWnDbzaYTCCnicObGbIXPg,2023-01-09,A,Marketing,1,2023-02-22,44
UGDBn1ciQ4GKXeWAiY54tw,2023-01-09,A,Sales,1,2023-01-27,18
mzIICIfVQMetqZrwjA6_3Q,2023-01-09,B,Finance and Accounting,1,2023-02-15,37
c3vL_ivATcSvjgv4vMZVUw,2023-01-09,B,Marketing,1,2023-02-11,33
uEmrRTSOTMeC7toiMYgqRw,2023-01-09,E,Customer Service and Support,1,2023-01-29,20
WiXoshVMRtmY_l1qigjAQQ,2023-01-09,I,Information Technology,1,2023-02-10,32
xMhFY_I3Se-5UrUSapHRJQ,2023-01-09,J,Information Technology,1,2023-02-18,40
5uHDpxI5ReCVdru15UiMgA,2023-01-10,B,Marketing,1,2023-02-24,45
UjGsAKc8SKOCdr8oVFdH_A,2023-01-10,D,Human Resources,1,2023-02-09,30
j2MSWLP4Sdyylh_9lywY_A,2023-01-10,D,Information Technology,1,2023-02-02,23
Vl-R6GjBQ-uN3qcJYOxgNA,2023-01-10,H,Human Resources,1,2023-02-13,34
r2Q5YnFaTTC7xsNWPuaBNg,2023-01-11,B,Customer Service and Support,1,2023-01-26,15
udRofSULT0O9vWnjFnNqsg,2023-01-11,B,Human Resources,1,2023-02-15,35
GSsKg1amQ0qjkxx6R4pyBA,2023-01-11,C,Finance and Accounting,1,2023-01-23,12
I_uejXLxT-ajbmTORnfhsw,2023-01-11,E,Sales,1,2023-02-04,24
x1-oKasdQPOcTtr9BGbh4g,2023-01-11,H,Finance and Accounting,1,2023-02-09,29
v6khtpArRQq3MjFzKCNqcQ,2023-01-11,J,Sales,1,2023-03-05,53
U-EezgHeR56mlt3mkExPAg,2023-01-12,B,Sales,1,2023-02-15,34
